,Gain Ratio,Dataset,Features,Threshold
0,0.04775402523190589,GodClass,NOII_type,0.06871424077505249
1,0.027812025787656118,GodClass,NOAM_type,0.06871424077505249
2,0.10462815900365469,GodClass,NOCS_type,0.06871424077505249
3,0.08007018217660782,GodClass,NOM_type,0.06871424077505249
4,0.04713129708915017,GodClass,NMO_type,0.06871424077505249
5,0.13520985259811533,GodClass,ATFD_type,0.06871424077505249
6,0.12305889199102565,GodClass,FANOUT_type,0.06871424077505249
7,0.1106129274052614,GodClass,NOMNAMM_type,0.06871424077505249
8,0.05791640269595506,GodClass,NOA_type,0.06871424077505249
9,0.054410561060397176,GodClass,NIM_type,0.06871424077505249
10,0.008447109628092059,GodClass,DIT_type,0.06871424077505249
11,0.08011578580468548,GodClass,LOC_type,0.06871424077505249
12,0.08307747691837884,GodClass,LOCNAMM_type,0.06871424077505249
13,0.11788564475032812,GodClass,CFNAMM_type,0.06871424077505249
14,0.08856318757333123,GodClass,TCC_type,0.06871424077505249
15,0.093585954740411,GodClass,CBO_type,0.06871424077505249
16,0.0886183203185953,GodClass,RFC_type,0.06871424077505249
17,0.036586983340134764,GodClass,NOC_type,0.06871424077505249
18,0.09941892499145018,GodClass,WMC_type,0.06871424077505249
19,0.08750819492012914,GodClass,LCOM5_type,0.06871424077505249
20,0.0675605476259468,GodClass,WOC_type,0.06871424077505249
21,0.11173648787283672,GodClass,WMCNAMM_type,0.06871424077505249
22,0.11314782445704268,GodClass,AMW_type,0.06871424077505249
23,0.11363849504752749,GodClass,AMWNAMM_type,0.06871424077505249
24,0.035834974509998854,GodClass,NOCS_package,0.06871424077505249
25,0.05723823015606132,GodClass,NOMNAMM_package,0.06871424077505249
26,0.03159092490362168,GodClass,NOI_package,0.06871424077505249
27,0.06425194508602612,GodClass,LOC_package,0.06871424077505249
28,0.05539521365948299,GodClass,NOM_package,0.06871424077505249
29,0.026911092731621244,GodClass,NOPK_project,0.06871424077505249
30,0.03271571125255376,GodClass,NOCS_project,0.06871424077505249
31,0.029554865787069683,GodClass,NOI_project,0.06871424077505249
32,0.03264447718219579,GodClass,NOM_project,0.06871424077505249
33,0.03264447718219578,GodClass,NOMNAMM_project,0.06871424077505249
34,0.032644477182195784,GodClass,LOC_project,0.06871424077505249
35,0.08616342115046143,GodClass,isStatic_type,0.06871424077505249
36,0.03418428871060151,GodClass,NOPA_type,0.06871424077505249
37,0.0624082123403529,GodClass,number_private_visibility_attributes,0.06871424077505249
38,0.06591683649382853,GodClass,number_protected_visibility_attributes,0.06871424077505249
39,0.051032945653096025,GodClass,number_package_visibility_attributes,0.06871424077505249
40,0.06134158042469531,GodClass,num_final_attributes,0.06871424077505249
41,0.07137109602585294,GodClass,num_static_attributes,0.06871424077505249
42,0.06701090257333939,GodClass,num_final_static_attributes,0.06871424077505249
43,0.05177081620895626,GodClass,num_not_final_not_static_attributes,0.06871424077505249
44,0.06849552142173373,GodClass,num_final_not_static_attributes,0.06871424077505249
45,0.060139920455001133,GodClass,num_static_not_final_attributes,0.06871424077505249
46,0.046782402133607376,GodClass,number_public_visibility_methods,0.06871424077505249
47,0.12086375193243344,GodClass,number_private_visibility_methods,0.06871424077505249
48,0.09273411442892274,GodClass,number_protected_visibility_methods,0.06871424077505249
49,0.04271938580625105,GodClass,number_package_visibility_methods,0.06871424077505249
50,0.07349721742681177,GodClass,number_final_methods,0.06871424077505249
51,0.05137868693875682,GodClass,number_abstract_methods,0.06871424077505249
52,0.07519833030059112,GodClass,number_not_abstract_not_final_methods,0.06871424077505249
53,0.0959229587739917,GodClass,number_static_methods,0.06871424077505249
54,0.07673932390335139,GodClass,number_final_static_methods,0.06871424077505249
55,0.07641890960679566,GodClass,number_final_not_static_methods,0.06871424077505249
56,0.09992463396470395,GodClass,number_not_final_static_methods,0.06871424077505249
57,0.0665503066087941,GodClass,number_not_final_not_static_methods,0.06871424077505249
58,0.11933990608522838,GodClass,number_standard_design_methods,0.06871424077505249
59,0.0405816322103543,GodClass,number_constructor_DefaultConstructor_methods,0.06871424077505249
60,0.023159933038047278,GodClass,number_constructor_NotDefaultConstructor_methods,0.06871424077505249
