,Gain Ratio,Dataset,Features,Threshold
0,0.03192723465994012,FeatureEnvy,NOP_method,0.045100153383136395
1,0.012555753957844463,FeatureEnvy,CC_method,0.045100153383136395
2,0.1633430498460541,FeatureEnvy,ATFD_method,0.045100153383136395
3,0.18090723602231354,FeatureEnvy,FDP_method,0.045100153383136395
4,0.017202562468696406,FeatureEnvy,CM_method,0.045100153383136395
5,0.07741707876199527,FeatureEnvy,MAXNESTING_method,0.045100153383136395
6,0.07536644201492136,FeatureEnvy,LOC_method,0.045100153383136395
7,0.07846101464150622,FeatureEnvy,CYCLO_method,0.045100153383136395
8,0.12444182600540081,FeatureEnvy,NMCS_method,0.045100153383136395
9,0.05628885406092001,FeatureEnvy,NOLV_method,0.045100153383136395
10,0.15336935226527637,FeatureEnvy,MaMCL_method,0.045100153383136395
11,0.07505183532780765,FeatureEnvy,NOAV_method,0.045100153383136395
12,0.11422478367379071,FeatureEnvy,LAA_method,0.045100153383136395
13,0.08154676925174655,FeatureEnvy,FANOUT_method,0.045100153383136395
14,0.07046446847134855,FeatureEnvy,CFNAMM_method,0.045100153383136395
15,0.021593688764319375,FeatureEnvy,ATLD_method,0.045100153383136395
16,0.03501016117714389,FeatureEnvy,CLNAMM_method,0.045100153383136395
17,0.08994112185996815,FeatureEnvy,CINT_method,0.045100153383136395
18,0.15980854339903405,FeatureEnvy,MeMCL_method,0.045100153383136395
19,0.09133461328029839,FeatureEnvy,CDISP_method,0.045100153383136395
20,0.0024261903048293895,FeatureEnvy,NOII_type,0.045100153383136395
21,0.021533321489458655,FeatureEnvy,NOAM_type,0.045100153383136395
22,0.018177664474794,FeatureEnvy,NOCS_type,0.045100153383136395
23,0.03321782779938516,FeatureEnvy,NOM_type,0.045100153383136395
24,0.021822581544988215,FeatureEnvy,NMO_type,0.045100153383136395
25,0.08580620114187718,FeatureEnvy,ATFD_type,0.045100153383136395
26,0.044197766335784656,FeatureEnvy,FANOUT_type,0.045100153383136395
27,0.02658633335793101,FeatureEnvy,NOMNAMM_type,0.045100153383136395
28,0.020742323214874354,FeatureEnvy,NOA_type,0.045100153383136395
29,0.038459106086074314,FeatureEnvy,NIM_type,0.045100153383136395
30,0.00995174578533521,FeatureEnvy,DIT_type,0.045100153383136395
31,0.07121538793780946,FeatureEnvy,LOC_type,0.045100153383136395
32,0.07226759336978694,FeatureEnvy,LOCNAMM_type,0.045100153383136395
33,0.055072851566323834,FeatureEnvy,CFNAMM_type,0.045100153383136395
34,0.056973913938467596,FeatureEnvy,TCC_type,0.045100153383136395
35,0.021151159604552657,FeatureEnvy,NOPA_type,0.045100153383136395
36,0.04858993224990193,FeatureEnvy,CBO_type,0.045100153383136395
37,0.05501467313811655,FeatureEnvy,RFC_type,0.045100153383136395
38,0.024210724759164158,FeatureEnvy,NOC_type,0.045100153383136395
39,0.05597784487861538,FeatureEnvy,WMC_type,0.045100153383136395
40,0.05755697304541051,FeatureEnvy,LCOM5_type,0.045100153383136395
41,0.03954253014024712,FeatureEnvy,WOC_type,0.045100153383136395
42,0.053931200662126665,FeatureEnvy,WMCNAMM_type,0.045100153383136395
43,0.06922707402888997,FeatureEnvy,AMW_type,0.045100153383136395
44,0.07116992819112698,FeatureEnvy,AMWNAMM_type,0.045100153383136395
45,0.035105304802640465,FeatureEnvy,NOCS_package,0.045100153383136395
46,0.05185766888489814,FeatureEnvy,NOMNAMM_package,0.045100153383136395
47,0.018726202022573777,FeatureEnvy,NOI_package,0.045100153383136395
48,0.06666334615523685,FeatureEnvy,LOC_package,0.045100153383136395
49,0.05594238621438711,FeatureEnvy,NOM_package,0.045100153383136395
50,0.019171794315140798,FeatureEnvy,NOPK_project,0.045100153383136395
51,0.02295066485622873,FeatureEnvy,NOCS_project,0.045100153383136395
52,0.02260853824070187,FeatureEnvy,NOI_project,0.045100153383136395
53,0.023599559380296713,FeatureEnvy,NOM_project,0.045100153383136395
54,0.02359955938029672,FeatureEnvy,NOMNAMM_project,0.045100153383136395
55,0.023599559380296675,FeatureEnvy,LOC_project,0.045100153383136395
56,-1.814341210233028e-15,FeatureEnvy,isStatic_type,0.045100153383136395
57,0.023249490410703993,FeatureEnvy,number_private_visibility_attributes,0.045100153383136395
58,0.02846251851117065,FeatureEnvy,number_protected_visibility_attributes,0.045100153383136395
59,0.03327832697372653,FeatureEnvy,number_package_visibility_attributes,0.045100153383136395
60,0.018558842983648488,FeatureEnvy,num_final_attributes,0.045100153383136395
61,0.021841910990981577,FeatureEnvy,num_static_attributes,0.045100153383136395
62,0.019800754052284614,FeatureEnvy,num_final_static_attributes,0.045100153383136395
63,0.022420850632434878,FeatureEnvy,num_not_final_not_static_attributes,0.045100153383136395
64,0.0187884009622504,FeatureEnvy,num_final_not_static_attributes,0.045100153383136395
65,0.017917534304709166,FeatureEnvy,num_static_not_final_attributes,0.045100153383136395
66,0.02781508481217141,FeatureEnvy,number_public_visibility_methods,0.045100153383136395
67,0.020997410831969106,FeatureEnvy,number_private_visibility_methods,0.045100153383136395
68,0.021756004528528484,FeatureEnvy,number_protected_visibility_methods,0.045100153383136395
69,0.03543032235935479,FeatureEnvy,number_package_visibility_methods,0.045100153383136395
70,0.03051413397813246,FeatureEnvy,number_final_methods,0.045100153383136395
71,0.014644947871190738,FeatureEnvy,number_abstract_methods,0.045100153383136395
72,0.029648630019144653,FeatureEnvy,number_not_abstract_not_final_methods,0.045100153383136395
73,0.023003010629005102,FeatureEnvy,number_static_methods,0.045100153383136395
74,0.014724435934765651,FeatureEnvy,number_final_static_methods,0.045100153383136395
